Exercise ID,Name,GIF URL,Instructions,Target Muscles,Body Parts,Equipments,Secondary Muscles
aXtJhlg,dumbbell step-up,https://cdn-exercisedb.vercel.app/api/v1/images/aXtJhlg.gif,"Step:1 Stand in front of a bench or step with a dumbbell in each hand, palms facing your body. Step:2 Place your right foot on the bench or step, ensuring your entire foot is in contact with the surface. Step:3 Push through your right heel and lift your body up onto the bench or step, straightening your right leg. Step:4 Bring your left foot up onto the bench or step, standing fully upright. Step:5 Step back down with your left foot, followed by your right foot, returning to the starting position. Step:6 Repeat for the desired number of repetitions, then switch legs.",glutes,upper legs,dumbbell,"quadriceps, hamstrings, calves"
gFyFj9z,dumbbell step-up lunge,https://cdn-exercisedb.vercel.app/api/v1/images/gFyFj9z.gif,"Step:1 Stand in front of a step or platform with a dumbbell in each hand, palms facing your sides. Step:2 Place your right foot on the step, ensuring your entire foot is on the surface. Step:3 Push through your right heel and lift your body up onto the step, bringing your left foot up as well. Step:4 Once both feet are on the step, lower your left foot back down to the starting position, keeping your right foot on the step. Step:5 Repeat the movement, alternating which foot you step up with each time. Step:6 Continue for the desired number of repetitions.",quads,upper legs,dumbbell,"glutes, hamstrings, calves"
QjE2DcA,dumbbell step-up split squat,https://cdn-exercisedb.vercel.app/api/v1/images/QjE2DcA.gif,"Step:1 Stand in front of a bench or step with a dumbbell in each hand, palms facing your body. Step:2 Place your right foot on the bench or step, ensuring your entire foot is in contact with the surface. Step:3 Step up onto the bench or step with your right foot, pushing through your heel to lift your body up. Step:4 As you step up, simultaneously lift your left knee towards your chest. Step:5 Pause at the top of the movement, then slowly lower your left foot back to the ground while keeping your right foot on the bench or step. Step:6 Repeat the movement with your left foot on the bench or step. Step:7 Continue alternating between your right and left foot for the desired number of repetitions.",quads,upper legs,dumbbell,"glutes, hamstrings, calves"
5eLRITT,dumbbell stiff leg deadlift,https://cdn-exercisedb.vercel.app/api/v1/images/5eLRITT.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. Step:2 Keeping your back straight and your core engaged, hinge at the hips and lower the dumbbells towards the ground, allowing a slight bend in your knees. Step:3 Lower the dumbbells until you feel a stretch in your hamstrings, then squeeze your glutes and push through your heels to return to the starting position. Step:4 Repeat for the desired number of repetitions.",glutes,upper legs,dumbbell,"hamstrings, lower back"
i8BdLTK,dumbbell straight arm pullover,https://cdn-exercisedb.vercel.app/api/v1/images/i8BdLTK.gif,"Step:1 Lie flat on a bench with your head at one end and your feet planted firmly on the ground. Step:2 Hold a dumbbell with both hands and extend your arms straight above your chest. Step:3 Keeping your arms straight, slowly lower the dumbbell behind your head in an arc-like motion. Step:4 Pause for a moment, then raise the dumbbell back to the starting position. Step:5 Repeat for the desired number of repetitions.",pectorals,chest,dumbbell,"latissimus dorsi, triceps"
oom75KC,dumbbell straight leg deadlift,https://cdn-exercisedb.vercel.app/api/v1/images/oom75KC.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. Step:2 Keeping your back straight and your core engaged, hinge at the hips and lower the dumbbells towards the ground, allowing your torso to lean forward. Step:3 Continue lowering the dumbbells until you feel a stretch in your hamstrings, keeping your knees slightly bent. Step:4 Pause for a moment at the bottom, then engage your glutes and hamstrings to lift your torso back up to the starting position. Step:5 Repeat for the desired number of repetitions.",glutes,upper legs,dumbbell,"hamstrings, lower back"
BmrwWzo,dumbbell sumo pull through,https://cdn-exercisedb.vercel.app/api/v1/images/BmrwWzo.gif,"Step:1 Stand with your feet wider than shoulder-width apart, toes pointed outwards. Step:2 Hold a dumbbell with both hands in front of your body, arms extended. Step:3 Bend your knees and lower your hips down into a squat position, keeping your back straight. Step:4 Lower the dumbbell down between your legs, keeping your arms straight. Step:5 Drive through your heels and extend your hips forward, pulling the dumbbell up and in front of your body. Step:6 Squeeze your glutes at the top of the movement, then lower the dumbbell back down between your legs. Step:7 Repeat for the desired number of repetitions.",glutes,upper legs,dumbbell,"hamstrings, quadriceps, core"
r5DgrW9,dumbbell supported squat,https://cdn-exercisedb.vercel.app/api/v1/images/r5DgrW9.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand at your sides. Step:2 Keeping your chest up and core engaged, slowly lower your body down by bending your knees and pushing your hips back. Step:3 Continue lowering until your thighs are parallel to the ground, or as low as you can comfortably go. Step:4 Pause for a moment at the bottom, then push through your heels to return to the starting position. Step:5 Repeat for the desired number of repetitions.",quads,upper legs,dumbbell,"glutes, hamstrings, calves"
s5PdDyY,dumbbell tate press,https://cdn-exercisedb.vercel.app/api/v1/images/s5PdDyY.gif,"Step:1 Sit on a flat bench with a dumbbell in each hand, palms facing each other. Step:2 Raise the dumbbells to shoulder height, then rotate your wrists so that your palms are facing away from you. Step:3 Press the dumbbells up until your arms are fully extended, then lower them back down to shoulder height. Step:4 Rotate your wrists back to the starting position and repeat for the desired number of repetitions.",triceps,upper arms,dumbbell,shoulders
wOLmCXc,dumbbell tricep kickback with stork stance,https://cdn-exercisedb.vercel.app/api/v1/images/wOLmCXc.gif,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in your right hand. Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight. Step:3 Bring your right elbow up to your side, keeping it bent at a 90-degree angle. Step:4 Extend your right arm straight back, squeezing your triceps. Step:5 Pause for a moment, then slowly lower the dumbbell back to the starting position. Step:6 Repeat for the desired number of repetitions, then switch sides.",triceps,upper arms,dumbbell,shoulders
z6TAHoT,dumbbell twisting bench press,https://cdn-exercisedb.vercel.app/api/v1/images/z6TAHoT.gif,"Step:1 Lie flat on a bench with your feet flat on the ground and your back pressed against the bench. Step:2 Hold a dumbbell in each hand with an overhand grip, palms facing away from you. Step:3 Extend your arms straight up over your chest, keeping a slight bend in your elbows. Step:4 Lower the dumbbells down towards your chest, keeping your elbows close to your body. Step:5 As you lower the dumbbells, twist your wrists so that your palms face towards you at the bottom of the movement. Step:6 Pause for a moment at the bottom, then reverse the movement by pressing the dumbbells back up to the starting position. Step:7 As you press the dumbbells up, twist your wrists back to the starting position with palms facing away from you. Step:8 Repeat for the desired number of repetitions.",triceps,upper arms,dumbbell,"chest, shoulders"
ainizkb,dumbbell upright row,https://cdn-exercisedb.vercel.app/api/v1/images/ainizkb.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. Step:2 Let the dumbbells hang in front of your thighs, with your arms fully extended. Step:3 Keeping your back straight and your core engaged, exhale and lift the dumbbells straight up towards your chin, leading with your elbows. Step:4 Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. Step:5 Repeat for the desired number of repetitions.",delts,shoulders,dumbbell,"traps, biceps"
Iptlv6x,dumbbell upright row (back pov),https://cdn-exercisedb.vercel.app/api/v1/images/Iptlv6x.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. Step:2 Let the dumbbells hang in front of your thighs, with your arms fully extended and your palms facing your body. Step:3 Keeping your back straight and your core engaged, exhale and lift the dumbbells straight up towards your chin, leading with your elbows. Step:4 Continue lifting until the dumbbells are at shoulder height, with your elbows pointing out to the sides. Step:5 Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. Step:6 Repeat for the desired number of repetitions.",delts,shoulders,dumbbell,"traps, biceps"
x306lCW,dumbbell upright shoulder external rotation,https://cdn-exercisedb.vercel.app/api/v1/images/x306lCW.gif,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing your body. Step:2 Raise your arms out to the sides until they are parallel to the ground, keeping your elbows slightly bent. Step:3 Rotate your arms externally, bringing the dumbbells up towards your head while keeping your elbows in the same position. Step:4 Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. Step:5 Repeat for the desired number of repetitions.",delts,shoulders,dumbbell,"rotator cuff, trapezius"
KOpzGBL,dumbbell waiter biceps curl,https://cdn-exercisedb.vercel.app/api/v1/images/KOpzGBL.gif,"Step:1 Stand up straight with a dumbbell in each hand, palms facing forward. Step:2 Keep your upper arms close to your body and your elbows tucked in. Step:3 Slowly curl the dumbbells up towards your shoulders, keeping your wrists straight. Step:4 Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. Step:5 Repeat for the desired number of repetitions.",biceps,upper arms,dumbbell,"forearms, shoulders"
vmwLyCg,dumbbell w-press,https://cdn-exercisedb.vercel.app/api/v1/images/vmwLyCg.gif,"Step:1 Sit on a bench with a dumbbell in each hand, palms facing forward. Step:2 Raise the dumbbells to shoulder height, elbows bent and palms facing forward. Step:3 Press the dumbbells upward until your arms are fully extended overhead. Step:4 Lower the dumbbells back to shoulder height. Step:5 Repeat for the desired number of repetitions.",delts,shoulders,dumbbell,"triceps, chest"
kXaIn5A,dumbbell zottman curl,https://cdn-exercisedb.vercel.app/api/v1/images/kXaIn5A.gif,"Step:1 Stand up straight with a dumbbell in each hand, palms facing your body. Step:2 Keep your elbows close to your torso and rotate your palms to face forward. Step:3 Curl the dumbbells up to your shoulders while keeping your upper arms stationary. Step:4 At the top of the movement, rotate your wrists so that your palms are facing away from your body. Step:5 Slowly lower the dumbbells back to the starting position, rotating your palms back to facing your body. Step:6 Repeat for the desired number of repetitions.",biceps,upper arms,dumbbell,forearms
